"major1","Gender","GPA.Range","year.x","survey_city","survey_company","survey_deptfunc","survey_offers","survey_plans","survey_pref_field","survey_pref_loc","survey_salary","survey_state","latitude","longitude","survey_company_cluster_name"
"Accountancy","Female","3.50 - 4.00","2020","pittsburgh","ppg industries","Accounting","1","accepted fulltime job","Yes","Yes",60000,"Pennsylvania","40.4416941","-79.9900861","ppg industries"
"Information Systems","Female","3.50 - 4.00","2021","chicago","protiviti","Consulting","2","accepted fulltime job","Yes","Yes",68000,"Illinois","41.8755616","-87.6244212","protiviti"
"Accountancy","Male","3.50 - 4.00","2019","oxford","cobblestone community church","Other",NA,"accepted parttime job","Yes","Yes",NA,"Ohio","51.7520131","-1.2578499","cobblestone community church"
"Marketing","Male","3.00 - 3.49","2019","ranchocucamunga","hersheys","Marketing / Sales","2","accepted fulltime job","Yes","Yes",42000,NA,NA,NA,"hershey entertainment & resorts"
"Marketing","Male","3.00 - 3.49","2019","chicago","cdw","Marketing / Sales","1","accepted fulltime job","Yes","Yes",30000,NA,"41.8755616","-87.6244212","cdw"
"Accountancy","Female","3.50 - 4.00","2019","denver","pricewaterhouse coopers","Accounting","1","accepted fulltime job","Yes","Yes",56000,"Colorado","39.7392364","-104.9848623","pricewaterhouse coopers"
"Marketing","Female","3.00 - 3.49","2020","minneapolis","kimberly-clark","Marketing / Sales","1","accepted fulltime job","Yes","Yes",55000,"Minnesota","44.9772995","-93.2654692","kimberly-clark"
"Accountancy","Female","3.50 - 4.00","2021","cincinnati","deloitte","Accounting","1","accepted fulltime job","Yes","Yes",56000,"Ohio","39.1014537","-84.5124602","deloitte"
"Business Economics","Male","3.00 - 3.49","2019","stamford","stanwich advisors, llc","Finance","1","accepted fulltime job","Yes","Yes",75000,NA,"41.0534302","-73.5387341","stanwich advisors, llc"
"Business Economics","Female","3.50 - 4.00","2020","cincinnati","84.51º","Analytics Consulting","1","accepted fulltime job","Yes","Yes",75000,"Ohio","39.1014537","-84.5124602","84.51"
"Marketing","Female","3.50 - 4.00","2021","tysonscorner","freddie mac","Marketing / Sales Operations / Procurement","2","accepted fulltime job","Yes","Yes",66560,"Virginia",NA,NA,"freddie mac"
"Finance","Male","3.00 - 3.49","2021","jerseycity","deloitte","Accounting Finance","1","accepted fulltime job","Yes","Yes",70000,"New Jersey",NA,NA,"deloitte"
"Finance","Female","3.50 - 4.00","2021","chicago","ey",NA,NA,"accepted fulltime job",NA,NA,68000,"Illinois","41.8755616","-87.6244212","ey"
"Accountancy","Male","3.00 - 3.49","2020","cleveland","grant thornton llp","Accounting","1","accepted fulltime job","Yes","Yes",55000,"Ohio","41.4996562","-81.6936813","grant thornton"
"Management and Leadership","Male","2.00 - 2.49","2019","denver","coyote logistics",NA,NA,"accepted fulltime job",NA,NA,40000,"Colorado","39.7392364","-104.9848623","coyote logistics"
"Accountancy","Female","3.00 - 3.49","2021",NA,"maloney & novotry",NA,"2","accepted fulltime job","Yes","Yes",52000,NA,NA,NA,"maloney & novotry"
"Marketing","Female","3.50 - 4.00","2019","chicago","crate & barrel","Marketing / Sales",NA,"accepted fulltime job",NA,NA,NA,"Illinois","41.8755616","-87.6244212","crate & barrel"
"Accountancy","Male","3.50 - 4.00","2019","chicago","kpmg","Accounting
 Consulting
 Finance","3","accepted fulltime job","Yes","Yes",71000,NA,"41.8755616","-87.6244212","kpmg"
"Finance","Male","2.00 - 2.49","2021","warren","everest reinsurance company",NA,"1","accepted fulltime job",NA,NA,NA,"New Jersey","40.8442828","-90.6168408","everest reinsurance company"
"Accountancy","Female","3.50 - 4.00","2021","chicago","kpmg","Accounting","1","accepted fulltime job","Yes","Yes",62000,"Illinois","41.8755616","-87.6244212","kpmg"
"Marketing","Male","3.50 - 4.00","2021","boston","servicenow","Marketing / Sales","2","accepted fulltime job","Yes","Yes",65000,"Massachusetts","42.3602534","-71.0582912","servicenow"
"Supply Chain & Operations Mgmt","Male","3.50 - 4.00","2019","detroit","textron","Analytics
 Logistics / Supply Chain","3","accepted fulltime job","Yes","Yes",57500,"Michigan","42.3315509","-83.0466403","textron specialized vehicles"
"Accountancy","Male","3.50 - 4.00","2020","cleveland","brown gibbons lang & co.","Accounting Finance","1","accepted fulltime job","Yes","Yes",75000,"Ohio","41.4996562","-81.6936813","brown gibbons lang & company"
"Accountancy","Male","3.00 - 3.49","2021","columbus","kpmg","Accounting","2","accepted fulltime job","Yes","Yes",54000,"Ohio","39.9622601","-83.0007065","kpmg"
"Finance","Male","3.50 - 4.00","2019","denver","ey","Analytics
 Consulting
 Finance","1","accepted fulltime job","Yes","Yes",57000,"Colorado","39.7392364","-104.9848623","ey"
"Marketing","Male","2.50 - 2.99","2021","pawtucket","cintas","General Management Logistics / Supply Chain Marketing / Sales Operations / Procurement","1","accepted fulltime job","No","Yes",50000,"Rhode Island","41.878711","-71.3825558","cintas"
"Marketing","Female","3.50 - 4.00","2020","cincinnati","marketvision research","Marketing / Sales","2","accepted fulltime job","Yes","No",54000,"Ohio","39.1014537","-84.5124602","marketvision"
"Finance","Male","3.50 - 4.00","2020","cleveland","deloitte consulting","Accounting Analytics Consulting Finance General Management","3","accepted fulltime job","Yes","Yes",80000,"Ohio","41.4996562","-81.6936813","deloitte"
"Finance","Female","3.00 - 3.49","2019","dublin","cardinal health","Accounting
 Finance","2","accepted fulltime job","Yes","Yes",58000,"Ohio","53.3497645","-6.2602732","cardinal health"
"Marketing","Female","2.50 - 2.99","2019","columbus","express corporate","Other","2","accepted fulltime job","Yes","Yes",55000,"Ohio","39.9622601","-83.0007065","express corporate"
"Information Systems","Male","2.50 - 2.99","2021","beachwood","insight2profit","Analytics Consulting Finance","2","accepted fulltime job","Yes","No",60000,"Ohio","41.464498","-81.508732","insight2profit"
"Finance","Male","3.50 - 4.00","2019","chicago","jpmorgan chase & co.","Finance","1","accepted fulltime job","Yes","Yes",65000,"Illinois","41.8755616","-87.6244212","jpmorgan chase & co."
"Business Economics","Female","3.50 - 4.00","2019","austin","dimensional fund advisors","Finance","3","accepted fulltime job","Yes","Yes",85000,"Texas","30.2711286","-97.7436995","dimensional fund advisors"
"Marketing","Female","3.50 - 4.00","2021","chicago","mcdonald's corp.","Human Resources Marketing / Sales","1","accepted fulltime job","Yes","Yes",64500,"Illinois","41.8755616","-87.6244212","mcdonald's"
"Accountancy","Male","3.50 - 4.00","2020","cleveland","brown gibbons lang & co.","Finance","1","accepted fulltime job","Yes","Yes",75000,"Ohio","41.4996562","-81.6936813","brown gibbons lang & company"
"Accountancy","Male","2.50 - 2.99","2020","cincinnati","fifth-third bank","Accounting Finance","1","accepted fulltime job","Yes","Yes",58000,"Ohio","39.1014537","-84.5124602","fifth-third bank"
"Marketing","Female","2.50 - 2.99","2019","newyorkcity","the isabella company",NA,NA,"accepted fulltime job",NA,NA,NA,"New York","34.6732303","-1.9146444","the home depot"
"Supply Chain & Operations Mgmt","Female","3.50 - 4.00","2019","dublin","cardinal health","Operations/Procurement","1","accepted fulltime job","Yes","Yes",56000,"Ohio","53.3497645","-6.2602732","cardinal health"
"Marketing","Female","3.50 - 4.00","2021","westlake","spyglass",NA,"1","accepted fulltime job","Yes","Yes",41000,"Ohio","32.991226","-97.1943701","spyglass"
"Marketing","Female","3.50 - 4.00","2020","chicago","capgemini invent","Consulting","1","accepted fulltime job","Yes","Yes",75000,"Illinois","41.8755616","-87.6244212","capgemini invent"
"Finance","Male","3.50 - 4.00","2019","newalbany","abercrombie & fitch","Analytics
 Finance
 Operations / Procurement","1","accepted fulltime job","Yes","Yes",60000,NA,NA,NA,"abercrombie & fitch"
"Finance","Male","3.50 - 4.00","2020","cincinnati","arkmalibu",NA,NA,"accepted fulltime job",NA,NA,NA,"Ohio","39.1014537","-84.5124602","arkmalibu"
"Finance","Male","2.50 - 2.99","2019","covington","fourth street performance partners",NA,"2","accepted fulltime job","Yes",NA,53000,"Kentucky","31.196549","-86.4597236","fourth street performance partners"
"Supply Chain & Operations Mgmt","Male","2.50 - 2.99","2020","columbus","dhl","Logistics / Supply Chain","2","accepted fulltime job","Yes","Yes",52500,"Ohio","39.9622601","-83.0007065","dhl"
"Accountancy","Male","3.50 - 4.00","2021","columbus","hexion","Accounting","1","accepted fulltime job","Yes","Yes",55000,"Ohio","39.9622601","-83.0007065","hexion"
"Finance","Female","3.50 - 4.00","2020","detroit","deloitte","Analytics Finance","1","accepted fulltime job","Yes","No",74000,"Michigan","42.3315509","-83.0466403","deloitte"
"Marketing","Female","3.50 - 4.00","2021","charlotte","amazon","General Management Logistics / Supply Chain Operations / Procurement","1","accepted fulltime job","No","Yes",52000,"North Carolina","35.2272086","-80.8430827","amazon"
"Finance","Female","3.50 - 4.00","2020","chicago","ey","Consulting IT Assurance / IT Audit","2","accepted fulltime job","Yes","Yes",68000,"Illinois","41.8755616","-87.6244212","ey"
"Marketing","Male","3.00 - 3.49","2019","columbus","highlights for children","Advertising / Public Relations
 Analytics
 Marketing / Sales","1","accepted fulltime job","Yes","Yes",52000,"Ohio","39.9622601","-83.0007065","highlights for children"
"Finance","Male","3.00 - 3.49","2019","pittsburgh","pnc financial services group","Finance
 Other: Capital Markets","3","accepted fulltime job","Yes","No",85000,"Pennsylvania","40.4416941","-79.9900861","pnc financial services"
"Supply Chain & Operations Mgmt","Female","2.50 - 2.99","2019","columbus","express","Logistics / Supply Chain
 Operations / Procurement","2","accepted fulltime job","Yes","Yes",55000,NA,"39.9622601","-83.0007065","express corporate"
"Business Economics","Female","3.50 - 4.00","2021","charlotte","keyot crew212","Consulting","2","accepted fulltime job","No","Yes",57000,"North Carolina","35.2272086","-80.8430827","key bank"
"Finance","Female","3.00 - 3.49","2020","chicago","crowe llp",NA,NA,"accepted fulltime job",NA,NA,63000,"Illinois","41.8755616","-87.6244212","crowe"
"Marketing","Male","3.00 - 3.49","2021","cleveland","sherwin-williams","Marketing / Sales","2","accepted fulltime job","Yes","Yes",50000,"Ohio","41.4996562","-81.6936813","sherwin-williams"
"Information Systems","Male","3.00 - 3.49","2021","fortworth","textron","Analytics Information Technology","1","accepted fulltime job","Yes","Yes",66000,"Texas","14.8686995","120.8287204","textron specialized vehicles"
"Finance","Female","3.50 - 4.00","2019",NA,"bain & company",NA,NA,"accepted fulltime job",NA,NA,80000,NA,NA,NA,"bank iowa corporation"
"Marketing","Female","3.50 - 4.00","2021","newyorkcity","mrm",NA,"1","accepted fulltime job","Yes","Yes",45000,"New York","34.6732303","-1.9146444","mrm"
"Finance","Male","3.50 - 4.00","2021","chicago","jp morgan chase","Finance","1","accepted fulltime job","Yes","Yes",65000,"Illinois","41.8755616","-87.6244212","jp morgan"
"Accountancy","Male","3.50 - 4.00","2021","losangeles","duff & phelps","Accounting Finance","2","accepted fulltime job","Yes","Yes",85000,"California","-8.4569081","-77.2970344","duff & phelps"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2021","boston","peloton consulting group","Consulting Logistics / Supply Chain Operations / Procurement","2","accepted fulltime job","Yes","Yes",64000,"Massachusetts","42.3602534","-71.0582912","peloton consulting group"
"Finance","Male","3.00 - 3.49","2021","cleveland","huntington national bank","Finance","1","accepted fulltime job","Yes","Yes",58000,"Ohio","41.4996562","-81.6936813","huntington national bank"
"Marketing","Male","3.00 - 3.49","2021","cleveland","bellwether enterprise real estate capital","Finance","1","accepted fulltime job","Yes","Yes",60000,"Ohio","41.4996562","-81.6936813","bellwether enterprise real estate capital"
"Finance","Male","3.00 - 3.49","2020","cincinnati","the kroger co.","Accounting Finance","1","accepted fulltime job","Yes","Yes",52500,"Ohio","39.1014537","-84.5124602","the home depot"
"Marketing","Male","3.50 - 4.00","2019","indianapolis","first person","Entrepreneur / Founder","3","accepted fulltime job","Yes","Yes",50000,"Indiana","39.7683331","-86.1583502","fis"
"Finance","Male","3.00 - 3.49","2019","chicago","fast market options",NA,"2","accepted fulltime job",NA,NA,70000,"Illinois","41.8755616","-87.6244212","fast market options"
"Finance","Female","3.00 - 3.49","2020","maclean","freddie mac","Accounting Finance","1","accepted fulltime job","Yes","Yes",65000,"Virginia","-29.4566667","153.2011111","freddie mac"
"Supply Chain & Operations Mgmt","Male","3.50 - 4.00","2020","northrandall","amazon","Logistics / Supply Chain Operations / Procurement","3","accepted fulltime job","Yes","Yes",50000,"Ohio",NA,NA,"amazon"
"Finance","Male","3.00 - 3.49","2019","aurora","dsv solutions llc","Finance","1","accepted fulltime job","Yes","Yes",63000,"Illinois","41.7571701","-88.3147539","dsv solutions llc"
"Marketing","Female","3.50 - 4.00","2020","grandrapids","procter & gamble","Marketing / Sales","0","accepted fulltime job","Yes","Yes",70000,"Michigan",NA,NA,"procter & gamble"
"Marketing","Female","3.00 - 3.49","2020",NA,"fidelity investments",NA,"1","accepted fulltime job",NA,NA,44000,NA,NA,NA,"fidelity investments"
"Finance","Male","3.00 - 3.49","2020","chicago","coyote logistics",NA,NA,"accepted fulltime job",NA,NA,45000,"Illinois","41.8755616","-87.6244212","coyote logistics"
"Finance","Male","3.00 - 3.49","2020","chicago","national futures association",NA,NA,"accepted fulltime job",NA,NA,NA,"Illinois","41.8755616","-87.6244212","nations lending"
"Accountancy","Male","3.00 - 3.49","2020","chicago","capgemini invent","Consulting","3","accepted fulltime job","Yes","Yes",75000,"Illinois","41.8755616","-87.6244212","capgemini invent"
"Marketing","Male","3.00 - 3.49","2020",NA,"gtb",NA,"0","accepted fulltime job",NA,NA,NA,NA,NA,NA,"gtb"
"Finance","Male","3.00 - 3.49","2021","columbus","huntington national bank","Finance","1","accepted fulltime job","Yes","Yes",45000,"Ohio","39.9622601","-83.0007065","huntington national bank"
"Marketing","Male","3.00 - 3.49","2019","cleveland","quicken loans",NA,NA,"accepted fulltime job",NA,NA,44000,"Ohio","41.4996562","-81.6936813","quicken loans"
"Finance","Male","3.50 - 4.00","2020","sanjose","western digital","Finance","4","accepted fulltime job","Yes","Yes",60000,"California","11.992330800000001","75.73070472235142","west monroe partners"
"Marketing","Female","3.50 - 4.00","2019","cleveland","deloitte consulting","Analytics
 Consulting
 Information Technology","9","accepted fulltime job","Yes","Yes",80000,NA,"41.4996562","-81.6936813","deloitte"
"Supply Chain & Operations Mgmt","Female","3.00 - 3.49","2019","santamonica","oracle","Consulting","1","accepted fulltime job","Yes","Yes",61880,"California","43.9570975","12.6875205","oracle netsuite"
"Marketing","Female","3.50 - 4.00","2019","columbus","l brands","Marketing / Sales",NA,"accepted fulltime job","Yes","Yes",60000,NA,"39.9622601","-83.0007065","l brands"
"Finance","Male","3.50 - 4.00","2021","columbus","ey","Consulting Finance","4","accepted fulltime job","Yes","Yes",60000,"Ohio","39.9622601","-83.0007065","ey"
"Marketing","Male","3.00 - 3.49","2019","farmingdale","nestle","Marketing / Sales","2","accepted fulltime job","Yes","Yes",58000,"New York","40.7328811","-73.4458564","nestle"
"Information Systems","Male","3.50 - 4.00","2021","cincinnati","procter & gamble","Information Technology","1","accepted fulltime job","Yes","Yes",73000,"Ohio","39.1014537","-84.5124602","procter & gamble"
"Finance","Male","3.50 - 4.00","2021","dallas","goldman sachs","Finance Operations / Procurement","2","accepted fulltime job","Yes","Yes",52000,"Texas","32.7762719","-96.7968559","goldman sachs"
"Marketing","Female","3.50 - 4.00","2021","austin","arrive logistics","Logistics / Supply Chain Marketing / Sales","2","accepted fulltime job","Yes","Yes",40000,"Texas","30.2711286","-97.7436995","arrive logistics"
"Accountancy","Male","3.50 - 4.00","2021","cincinnati","bkd, llp","Accounting","2","accepted fulltime job","Yes","Yes",52000,"Ohio","39.1014537","-84.5124602","bkd, llp"
